cluster_id,L,a,b,R,G,B,HEX,global_proportion,colour_record_count,garment_count,chroma,hue_angle_deg,is_neutral,sort_group,palette_index
66,68.30834424181305,-18.255898594565927,-36.49628716340503,33,179,232,#21B3E8,0.0006607185819183075,5,5,40.807558248549945,243.42520993111071,False,1,323
270,68.9981403410838,-9.298912537863778,-18.748261182307136,127,175,202,#7FAFCA,0.0012216801422748613,16,16,20.927662835272475,243.61914038602578,False,1,324
77,50.759961957207786,-9.503098310427177,-31.71441183617379,42,128,174,#2A80AE,0.0012388130929636343,14,13,33.1075942286975,253.3193628114752,False,1,325
286,82.75052137774091,-4.0020276850061425,-15.583905728272443,181,210,235,#B5D2EB,0.0018136214364665973,20,20,16.08957250330904,255.59737597261005,False,1,326
64,48.78884172168995,-2.13421785303432,-8.495062710131123,104,118,130,#687682,0.00270219225982901,32,32,8.759051106899124,255.8974268534601,False,1,327
187,62.87337884399571,-4.7570669111879536,-21.0338175692179,118,156,189,#769CBD,0.001228811121764142,15,15,21.565045029692353,257.25621951167994,False,1,328
195,35.75760948550146,-4.069443159402679,-18.403628879789427,55,87,113,#375771,0.0016389053385074538,23,23,18.84818090884711,257.5312899273769,False,1,329
129,75.52176215218513,-1.1859390431376085,-8.203453907810587,176,187,201,#B0BBC9,0.004410398693800739,53,53,8.288733765275065,261.7739786771249,False,1,330
170,74.94405484355501,-1.9416931937407345,-15.954380861718137,164,187,213,#A4BBD5,0.0017220038350910835,21,21,16.072101329302807,263.0610664499238,False,1,331
254,23.6147003074546,-1.2182098436227875,-10.082516610653773,45,57,71,#2D3947,0.002921796093805477,31,31,10.155844446780815,263.11069041234214,False,1,332
276,35.52823145543704,-3.257359517627428,-27.44623829220566,35,87,127,#23577F,0.0009272051773729626,12,12,27.638856478147105,263.2317127456597,False,1,333
359,47.39176023655279,-1.7626423801903215,-15.486288711456476,93,114,138,#5D728A,0.0022457172648517047,29,29,15.58627749704936,263.5065646387727,False,1,334
13,74.78189656270577,-3.0870131663799327,-28.180824440755305,144,188,235,#90BCEB,0.0006813713682330824,7,7,28.349400636522716,263.74857168484976,False,1,335
428,46.395621182600685,-2.3412926033157166,-23.71923901882904,77,113,149,#4D7195,0.0014954659129622285,19,19,23.83451175683452,264.36267602246886,False,1,336
395,61.62715657418863,-2.8716137032466342,-29.81025103634259,105,153,201,#6999C9,0.0011385456841292662,15,15,29.948242554621434,264.4976900123689,False,1,337
0,36.979824707367804,-0.888566859088856,-11.497869126542666,75,88,105,#4B5869,0.0035017559527424683,41,41,11.532152683440072,265.5809081804245,False,1,338
207,58.839397402910826,-1.124195041103258,-14.628092547269569,125,143,167,#7D8FA7,0.003002078917580814,47,47,14.671227149148931,265.6053552967171,False,1,339
387,15.159753196976762,-0.4672405500317858,-10.447485324491348,28,39,53,#1C2735,0.0032547935475767268,34,34,10.457928252625187,267.43928000979014,False,1,340
402,21.679095108619254,-0.5853123986296289,-15.830700074888588,34,53,75,#22354B,0.0022661617223333082,26,26,15.841516829681025,267.8825534524407,False,1,341
136,30.21324441564161,-0.0027533960236079125,-9.490930238155762,63,72,86,#3F4856,0.0039305200706639025,44,44,9.49093063754704,269.98337802901335,False,1,342
29,55.021811854086316,0.041667261256596255,-22.29574465333239,108,133,170,#6C85AA,0.0018411313518696068,25,25,22.295783588097112,270.10707673018567,False,1,343
98,42.355399704806594,0.4993239839207062,-18.09665848742404,82,101,130,#526582,0.002432677958166724,39,39,18.103545864039315,271.58050725042847,False,1,344
133,55.94937080370205,1.1651872888752912,-41.751922019022594,73,137,206,#4989CE,0.0006004554170661552,6,6,41.76817752429115,271.59856091364986,False,1,345
412,59.208772868347346,1.4233064438644973,-48.59034266746084,61,146,228,#3D92E4,0.0005546180888462768,5,5,48.611183916609264,271.67782600516193,False,1,346
81,27.742376531404577,0.5409585644434989,-14.872317834414376,52,66,88,#344258,0.0030228187919463085,40,40,14.88215286631221,272.08313087716704,False,1,347
218,43.914962347283044,2.009329621133375,-34.37712197107936,60,106,161,#3C6AA1,0.0019068124479707537,18,18,34.435794176130614,273.3451104817233,False,1,348
226,69.5209211242775,1.4343415513405864,-21.170375076844632,151,171,208,#97ABD0,0.0017987503971082155,24,24,21.21890941071634,273.8759971853928,False,1,349
400,28.37838181194911,1.4630884853780133,-21.57815678548611,45,68,100,#2D4464,0.0024030961633649687,32,32,21.627701638756395,273.8789542780133,False,1,350
17,67.04252229305044,0.9796395077933662,-13.978827404980853,152,164,188,#98A4BC,0.0032242569511025877,45,45,14.013112044919692,274.0087476186898,False,1,351
292,44.15536453605316,0.9180387926215143,-8.330528407394775,99,104,118,#636876,0.0031710731004248806,47,47,8.380960492161343,276.2887193549402,False,1,352
